REVIEW,rating
kirby and the forgotten land is a great big colourful joyride of an adventure for our little pink pal this first fully three dimensional mainline entry in the franchise is bursting at the seams with fun and inventiveness managing to transpose everything we know and love about past kirby games to this allnew arena whilst adding plenty of delightful new aspects as it goes mouthful mode is just as daftly entertaining as it looked in the trailers each and every level is packed full of secrets and dripping in wonderful detail and there are enough side activities collectibles and coop fun here to keep you entertained and coming back for more for a good long while what a grand way to celebrate years of planet popstars finest,2
is rune factory for you well that depends do you like rpgs or farm sims if you answered yes to either or both then youre sure to find something youll love in this release even so it might be worth waiting for a modest sale before you take the plunge the relaxing pace rpg elements and charming aesthetic make this a compelling experience but issues with poor performance disappointing visuals and sometimes clunky gameplay hold rune factory back from greatness if d visuals arent a dealbreaker for you wed recommend you pick up rune factory special first as its cheaper and oddly feels more modern in some respects despite flawed execution wed still give rune factory a recommendation if its precise and unique genre blend really clicks with you youll forgive many a flaw just know that it doesnt truly excel in any area,1
gal gun double peace knows its audience almost too well its entertainment factor is centred around crass perversion dressed up like a saturday morning kids cartoon and if anyone attempts to tell you its a play on satire addressing the difficulties japanese women face in a largely sexist society feel free to laugh loudly in their face that said this is admittedly more of a game and an altogether better game than most that fall into the ecchi category while simplistic theres nothing particularly broken about it and its expert mode does offer a playable enough game to be mildly involving but if you dont have a particular affection for its windowdressing theres not a great deal here to keep railshooting fans engaged,1
persona arena ultimax may not be the persona game everyones been clamoring for on the switch but were certainly not complaining pau offers up an approachable yet incredibly deep d fighting combat system a neat rpglite mode that guarantees solo players will have lots to do and all this is presented in arc system works signature and striking handdrawn art style while the story mode is a complete bore and theres no rollback netcode in this version we think pau on switch is still absolutely worth your time although if youre going to be playing online youll likely want to investigate the game on other platforms first for portable fans however wed give it a recommendation whether youre a fighting game enthusiast or youre just looking to give the genre a shot this is definitely one of the better fighting games on the switch,1
triangle strategy is an absolute triumph for artdink and square enix a fantastic mix of satisfyingly strategic battles an excellent choicedriven campaign narrative and topnotch worldbuilding all of which come together to form one of the finest tactical rpgs weve played in a very long time theres an absolute ton of content here with a huge story featuring multiple paths to take depending on the choices you make and several properly impactful endings to enjoy on return visits serenoa wollforts epic journey is a joy from start to finish a grand and ambitious adventure that stands proud as one of the very finest examples of its genre on switch,2
chocobo gp is a delightful surprise from square enix a slick and addictive effort that serves up chaotic kart racing action featuring a generous roster of final fantasy characters battling it out on welldesigned tracks inspired by locations from across the franchises history yes the story mode may be a bit of a misfire but with plenty of other single player content to dig into and the promise of player carnage via the online chocobo gp mode this is one of the most polished and entertaining kart racers currently available on switch and with a free lite version dropping at launch youve got nothing to lose by checking it out for yourself before committing to a purchase,1
atelier sophie stands as a wonderful achievement for gust and the atelier series what we have here is an entry that feels like the perfect fusion of the old and the new sophies new adventure may not have much to offer up in the story department but it more than makes up for this with its streamlined design thrilling combat expansive world and addictive alchemy system this is a title wed recommend to both longtime fans and newcomersits one of the best atelier releases yet if youre at all curious about this one wed strongly encourage you to give it a shot,1
assassins creed the ezio collection is a great compilation of some of the series most highlyregarded entries aside from some combat that lacks depth and a convoluted story each of the three games included here are absolutely worthy of your time theres still plenty of fun to be had if this is your first set of assassins creed games with the cities still managing to impress with their sense of scale and historical detail but some of the dated gameplay elements and glitches may make other entries a better jumping off point the rebel collection is a very fine alternative if you want slightly more modern interpretations of the series with a seafaring bent however if youre already a fan and are able to tolerate its foibles old and new assassins creed the ezio collection is an enjoyable trip into video game history and an easy recommendation,1
dynasty warriors empires is a poor switch port of a disappointing entry in the longrunning spinoff series this is a hugely downgraded version of the game with seriously dialledback visuals failing to put a stop to consistent frame rate issues during the heat of battle with a lack of gameplay modes zero multiplayer options terrible ai and cosmetic customisation options gone awol at launch koei tecmo choosing instead to go the dlc route this is a truly lacklustre package a bargain bin affair with a premium price tag and a dynasty warriors game you can feel quite comfortable skipping entirely,1
pokémon legends arceus feels like the result of game freak learning lessons for years refining the formula and finally taking the franchise in a new incredible exciting direction with its emphasis on extremely rewarding exploration addictive catching mechanics a fine roster of pokémon and a genuine sense of scale thats unlike anything in the series pokémon legends arceus is quite simply one of the greatest pokémon games ever made,2
record of lodoss war deedlit in wonder labyrinth doesnt take too long to beat even the most curiousthoroughcareful player is unlikely to go over the hour mark but when the adventures this much fun and as densely packed with creativity does it matter at the end of it all youre far more likely to feel satisfied than shortchanged and deedlits tale is a surprisingly touching one regardless of how much or little you already know about lodoss if youre after something with the flavour of symphony of the night that doesnt feel like a shallow knockoff this is a fine alternative,1
although theres nothing here that hasnt been seen previously this is still a package bursting at the seams with content and the sequels novelty christmas theme is perfect for memorable december gaming driven by an excellent set of punchy organ arrangements and murky musical notes deathsmiles i ii is a very large halloweenthemed cake an exuberant gothic flourish punctuated by enduring bosses and a unique routeandrank structure that encourages experimental replays with little middle ground between casual and concerted professional play it might not be caves most balanced piece of work but theres no doubt it has something for everyone no matter how you choose to approach it,1
disney magical world enchanted edition is a fine remaster of a ds game that many may have missed the first time around for players both young and old who love the classic disney characters spending time in castleton may well prove a joyous experience some aspects chiefly the poor character creation tool and rather basic combat could have done with a bit more tlc in this updated version but if youre after a decent life simulation game this is a nice disneyflavoured addition to an alreadythriving genre,1
big brain academy brain vs brain is a fun little romp which doesnt have ideas above its station and presents its brainteasers in a more lighthearted rowdier manner than dr kawashimas friendly but sterile style this isnt the kind of marriage between gameplay and for lack of a better term work that youll find in ring fit adventure but its a greatly enjoyable and budgetfriendly way to keep up the little pitterpatter of grey matter for all ages,1
danganronpa decadence is a very fine package that delivers a trio of deliciously devious and salacious murder mysteries plus a grindy sidegame we can live without the main games here are funny dramatic and pretty problematic so exercise some caution this is resolutely not a game for kids but even adults will struggle with some of its less savoury or more overtly brash thoughtless content if they sound at all appealing though we urge you to check the games out for yourself as theyre classics in the visual novel genre trigger happy havoc offers a memorable killing game with fantastic characters and a genuinely funny and smart script danganronpa goodbye despair is even sicker and more delightfully disturbing than the marvellous original it doesnt match its predecessor in some ways but makes up for its shortcomings in others our favourite is definitely the epic third game though go in blind and we promise youll be in for the ride of your life,2
thanks to the skill of the m team two very important shmups have enjoyed a range of thorough and brilliantly authentic ports as have two toaplan oddities but compared to many of the previous shottriggers releases toaplan arcade garage appears just a shade less ambitious still if you enjoy purebred s d shooters obsess over the shmup form or have a soft spot for arcade preservation it absolutely deserves to take up a little of your shelf space,1
nascar heat feels like a game right out of the mids the visuals alone are poor enough with blocky textures featureless environments and a frame rate that struggles to maintain a solid fps but when you have a completely unremarkable career mode forming the main bulk of the game theres really no recommending this to anyone but the most staunch of nascar fans nintendo gamers have been without a true nascar experience for several years now but if this is any indication of the quality were likely to expect we reckon it should probably retire in the pits,1
the wild at heart borrows several of its mechanics from nintendo ip theres no question about that this could have presented a bit of a problem had it not been for the exquisite visual style and presentation not to mention moonlight kids excellent execution of those mechanics with a story thats equal parts amusing intriguing and emotional alongside genuinely stunning d visuals youll be sucked into this world in no time minor frustrations with combat and loading times aside this is an adventure youll be glad you embarked on,1
while some of the slower elements of the original games have been fixed and the grand underground makes up for the comparatively weak pokédex pokémon brilliant diamond and shining pearls new art style and a few other stumbles make this pair of games a somewhat disappointing retread of generation theyre also very clearly in the shadow of pokemon legends arceus the upcoming openworldlike pokemon game that has fans hoping it can take the series in exciting new directions beyond yearold mechanics if the remit of these remakes was to remain faithful to the original gen pair we wish theyd also stuck to the pixelart aesthetic aside from the grand underground and the connectivity with the current games in the series theres very little reason to play pokémon brilliant diamond and shining pearl over your original ds copies,1
grand theft auto the trilogy the definitive edition on switch delivers three of gamings true greats in a shockingly rough package that manages to suck pretty much all of the fun out of rockstars stellar crime epics this is a poor port a shoddy stuttery low resolution mess full of bugs glitches audio problems and more besides if can grab this one on any other platform wed advise you do so or at the very least hold off until its been patched and hopefully improved in the future as things stand this is a very very long way from definitive this isnt the way we want to remember these games,1
if you enjoy party games but arent too keen on the board game mechanic seen in titles like mario party superstars then my singing monsters playground offers up a more streamlined experience that focuses purely on the minigames themselves which might prove perfect for families with younger gamers if youre looking for a meatier experience however the lack of any overarching campaign harms the games overall longevity frame rate struggles in some of the more chaotic minigames but for the most part developer big blue bubble has cooked up a nice addition to the party genre here,1
blue reflection second light improves on almost every aspect of the original with a mystery that feels more personal as the characters become closer the relationship between the girls as they seek to discover why they were brought to this strange world is the star of the show though the combat is fun it is always a vehicle to get you more story rather than the driving force of the game second light is a fantasticlooking anime adventure that youll love so long as you can accept that combat isnt the focus,1
just dance is okay its more of the same with some cool new tracks a slick and smooth experience overall that plays it safe and works just fine as a result however it also constantly pushes its subscription service and ends up feeling a little convoluted and tacky as it spends more time flogging tracks you dont own over letting you enjoy the ones included with the base game fans of the series or anyone whos just danced to even a single track from the series will know exactly what theyre getting here but newcomers should be aware that theyll need to fork out more cash after buying the game in order to enjoy the full experience,1
world war z is an unremarkable zombie shooter that serves up a decent fiveodd hours of action if you can find a few friends to play with its repetitive stuff basic and unsurprising for the most part but this switch port is solid managing to provide the fullfat experience without too much in the way of technical issues or other shortcomings if youre in the mood for blazing through bland masses of zombies with a few friends in tow this ones got you covered just dont expect much more than that,1
shin megami tensei v is a modern masterpiece it successfully delivers on all the aspects that have made the series thus far so popular with fansnamely through its high difficulty heavy narrative themes and expansive teambuilding optionswhile polishing up and tightening the weaker aspects things like a more easily navigable map and more difficulty options to cater to players of all skill levels comfortably make this the most approachable entry in the series and it feels like theres more things to do in the world than ever before if you are at all a fan of rpgs or have been looking for a good entry point into this oft overlooked series we would strongly encourage you to pick this up as soon as you can shin megami tensei v was worth the wait atlus has successfully stuck the landing with this one,2
demon turf is a fantastic platformer thats held back from true greatness by sections of dull and repetitive combat push through this however and youve got a game that rewards daring and bravery bolstered by wonderful platforming controls that let you string together incredible combos the visuals are initially a bit jarring but the character design really shines through and give it a timeless aesthetic if youre a fan of d platformers from the golden n era and beyond this one is well worth a look,1
with splitscreen coop and incredibly gentle expectations as far as the gameplay is concerned lego marvel super heroes is a fantastic lowstakes game for parents and kids to play together but also for adults who are looking for something that pleasantly whiles away the hours without beating you over the head with difficulty excelsior,1
mario party superstars is a love letter to the parties you remember attending years ago a disappointingly slim selection of boards takes the shine off things somewhat but its hard to argue that this is the best mario party has been in over a decade no new ideas absolutely feels like a missed opportunity but by the same token wed much prefer to have all these classic ideas intact rather than potentially tainting them with unwanted and unnecessary inclusions only added for the sake of being new grab a can of tango and a fistful of p freddos youre going to party like its,2
dying light on switch is quite a remarkable achievement and were happy to report that techland has mostly stuck the landing with this one its ambitious open world full of zombies is unlike anything else in the switchs library and between the core campaign and six years of constant dlc updates theres potentially hundreds of hours of enjoyment to be had here granted all of this comes at the cost of performance that can be middling compared to other platforms but this is neatly balanced out by the convenience of playing in handheld mode wed give dying light a strong recommendation though with the caveat that switch owners who rarely play in portable mode may want to pause and consider buying it elsewhere wherever you may fall wed strongly encourage you to consider this switch port it really is quite good,2
cotton cotton boomerang and guardian force are a lot of fun and let down not by their age but the quality of these switch ports what shouldve been a complete nobrainer purchase for anyone looking for more arcade action is now something to carefully consider first and possibly wait for a sale or a patch there are many other shmups retro arcade and brand new on switch that are all more deserving of your hardearned money,1
astria ascending may not be a flawless release but the solid combat system spectacular visuals deep character skill building and wealth of content make for an experience that jrpg fans will feel right at home with wed give this one a recommendation to anybody looking for an original rpg to sink their teeth into the writing and plot could have done with more development and attention but theres lots to love about astria ascending and were eagerly anticipating whatever artisan studios does next,1
nickelodeon allstar brawl is a solid platform fighter with an awful lot of hidden depth and also an unfortunate lack of polish outside the fighting if hardcore gameplay is the number one concern youll have a wealth to sink your teeth into here but expect to be underwhelmed by various elements that surround it theres a grand old time to be had but its no super smash bros damn it yet again,1
first cases is a significant change of direction from the abc murders poirots last outing also published by microids stepping comfortably into visual novel territory and casting aside the puzzling that would hold back narrative flow your fantasy is one not of being hercule poirot but rather of enjoying a poirot novel the switch lets you indulge in that as you would a great book whether in the wingback of your stately homes library or indeed on the toilet of your bedsit for storytelling the game format is ideal even ingenious the trademark christie web of connections between events evidence and the psychology of the characters is planned out in front of your eyes either to pore over on a diagram or to stroll through in the neatly presented settings the games main limitations are the inanimate world and workaday writing that fail to lend the sparkle of life to a wellmachined story nonetheless while puzzleloving gamers shouldnt pick this one up visual novel fans and herculeheads wont be able to put it down,1
metroid dread is a triumphant return for both samus aran and developer mercurysteam this is a superslick hugely entertaining and exquisitely designed entry in the metroid franchise that plays better than anything weve seen from the series so far with a bunch of fantastic new abilities super tense and enjoyable stealth sections plenty of great big boss fights and a story that fans will definitely enjoy we cant really see how this one could have been any better best metroid game ever this could be the one,2
monster crown is a decent game that falls short of greatness in a few areas legitimately cool ideas with breeding and an overall solid combat system are let down by lackluster monster designs and performance issues then theres the elephant in the room which is that monster crown ultimately feels like a jankier and less addictive version of the oldest pokémon games wed still give this one a recommendation as the bones of the experience are good enough that its worth a punt for big pokémon fans pining for the bit days but you might want to wait for a sale with this one,1
embr has the potential to be a good time a slapstick bit of carnage with friends that provides a decent amount of missions to blast through and plenty of unlockables and variations on modes to keep you and your party of first responders busy however on switch this potential goes almost entirely unrealised as the online component of the game is a bust get a few switchowning friends to set up a match and you may find some fun here but without crossplay and factoring in a few other gameplay irritations this one is quite hard to recommend on nintendos console,1
dragon ball z kakarot might not do much more than retelling the story of dragon ball but it does that well enough that existing fans will find joy in exploring the world and fighting iconic villains from the franchise despite the lack of depth to its combat and a minor internetbased technical inconvenience to work around the game saves itself by expanding on the already massive amount of dragon ball lore available and giving fans the sliceoflife moments weve so sorely needed nonfans wont find much to love here but its a more than serviceable retelling of an iconic story,1
darksiders iii on switch is a poor port of a distinctly average entry in the series constant technical issues make fighting and platforming more frustrating than fun long loading times follow every death and the further along you get the worse these issues seem to become its a shame as were pretty big fans of the series in general but if you have any other means of playing this one wed advise you give this clunky version a miss,1
it may not be saying much but super monkey ball banana mania is the best the series has been in almost two decades and newcomers are bound to find a lot to love it wears its heart on its sleeve and clearly the team has true passion for the franchise its packed full of content new ways to play and there are so many extras and improvements that never existed in the original unfortunately the engine beneath it all isnt quite up to the job what theyve achieved with unity simply isnt on par with the originals and while the main game is still enjoyable many of the party games are severely hindered until monkey target returns to its former glory we cannot truly say super monkey ball is back,1
knockout home fitness doesnt do anything inherently wrong with the selection of short fitness routines it offers but it fails to support its bareminimum motion tracking with any extra notable features or gamification to differentiate it from fitness dvds or youtube videos ring fit adventure has blown the fitness genre open on switch and with various other alternatives available knockout home fitness feels a little too limited oldfashioned and outclassed by the competition,1
as it stands right now hot wheels unleashed is a fun racer whose fantastic selection of cars makes up for its relative lack of varied course environments with updates and dlc it has the potential to become a brilliant mess of licensed properties in the way the best mashup games are but whats here is a solid enough foundation to start from even if its a little samey at launch,1
all in all colors live is a useful art application with some strange limitations the sonar pen and layers are absolutely welcome in our eyes but the lack of a bucket tool restricted brush styles and many other staples left us a bit wanting having said that people have already been creating tremendous artwork showing that any medium is only as powerful as the artists skillset wed have liked to see a more complete digital art package but for someone who already owns a switch and wants to try doodling on a screen with something more than their finger colors live provides a simple and easy entry point,1
rims racing is a super complex motorcycle sim that provides players with a ton of depth in terms of tinkering tuning and customising however once on the track this switch port is let down badly by performance issues that make it a frustrating messy experience theres definitely a market for this type of indepth motorbike action on nintendos console but in this state its very hard to recommend diving into this particular offering,1
a fantastic tribute to fantasy life that nails the kind of grindy combat that many people love kitaria fables is genuinely sweet and impressively wellmade for a threeperson team in under three years if fantasy life is a wagyu beef steak kitaria fables is a really really good burger if youre jonesing for a tasty actionfarmingadventure kitaria fables has you covered,1
theres nothing inherently wrong with active life outdoor challenge its a charming enough game with controls that are responsive enough for the most part its main failing is a general lack of content and the fact that the joycon and leg strap combination isnt quite as fun as the original mat the wii version came with ring fit adventure wont be sweating over the competition then but family trainer is still a pleasant enough diversion for fans of light cv,1
ni no kuni revenant kingdom is an excellent actionrpg thats arrived on switch in a fantastic featurepacked port evan and rolands antics across this games sprawling world are stuffed full of great characters exciting combat and adventuring and a kingdom building mechanic thats a delight to get to grips with it looks and sounds every bit as good as its predecessor and although the story might be a little more hitandmiss here we were completely hooked into this one from beginning to end this is a sumptuously crafted adventure you wont regret diving into,1
nba k is another fine entry in the franchise that continues the developers habit of delivering satisfyingly solid ports of their basketball sims on nintendo switch yes most of the modes dont try anything massively new beyond mycareers revamped neighbourhood setting and the loading screens will have you pulling your hair out from time to time but refined core gameplay and enough content to keep you playing until the end times make this one an easy recommendation for bball fans,1
as long as youre willing to put up with some performance hits and the fact that theres no online multiplayer cruisn blast is a hugely entertaining arcade style racer with incredible setpieces that has us crossing every possible body part in the hope that its successful enough to encourage more of the same somewhere down the line,2
big rumble boxing creed champions is a solid take on the rockycreed franchise celebrating the wide variety of fighters that contributed to the series over the years the gameplay is rather basic for the most part with little deviation in style between the characters but fundamentally the fights all feel fun and its incredibly satisfying when you land a knockout blow on your opponent the graphics benefit well from more stylised art design but limitations with the arenas crowds do stand out if youre a fan of rocky though then youll definitely want to step into the ring and try this one out,1
warioware get it together is a triumphant switch debut for the subversive series that makes some daring changes to core gameplay resulting in the best entry in the franchise to date with a generous roster of playable characters lots of solo and multiplayer modes to dig into and stages that cleverly adapt to your choices on the fly this is a superb compilation of hilarious microgames that delivers more ways to play than ever before youll laugh youll cry youll dodge bird droppings on a skateboard so grab a few friends or family members break out the controllers and gather round the tv warioware get it together is essential stuff,1
monster harvest is a good example of why great ideas also need to be followed up with great execution theres nothing wrong with the idea of a farm sim with monstercatching elements but monster harvest does a rough job of convincing you of that the monster rpg content is so poorly done that it might as well have not been implemented at all as it clearly took focus away from the decent farm sim portion of the gameplay amazingly the farm sim gameplay still redeems this enough that its not a complete dumpster fire but wed only give this the barest of recommendations to anybody looking for another entry in the genre take our word for it youre much better off just starting over with a new farm in stardew valley or picking up rune factory,1
