review,rating
prosemail management this was the whole reason the company i work for got zoho desk we have been using just a normal email provider and it made it hard for us to maintain accountability if a colleague did not sign the email with their name zoho desk made it easy to make sure the workload was evenly assigned and provided us with the ability to maintain accountability when errors were made with customer responses when new emails came in it would assign it to whoever was working emails for that time being if the person who got assigned the emails wasnt able to respond with or know the answer to the question the customer was asking it would be easy for them to reassign the emails to somebody else that would be able to respond correctly the integration of zoho desk was easy it didnt take us long to get the hang of it,4
overall zoho makes life easier ai assisted chats are helpful if you are set up properly most importantly it is user friendly and you do not need special training to be able to set it up thay have it all in their help pagezoho also is not sensitive to ip addresses it is accessible everywhere and is very helpful to companies that employ remote workers,5
the entire company uses zoho desk to manage our daily processes and report on our projects we track our daily records with all the basic modules such as contacts accounts and transactions we have customized most of these modules to better reflect our own internal processes as this is easy to do in zoho desk the builtin reporting features allow us to easily customize reports the way we want giving us excellent business insights,5
zoho desk has allowed us to effectively manage our security incidents and requests providing quality support to our customers,5
prostask management and ticket tracking and remote control chat,5
overall its a very good software in terms of usability happy with this,5
userfriendly and reliable software my experience so far is great and i would recommend it,5
aside from a few odd issues mentioned previously zoho desk does its job well i wouldnt call the software outstanding by any means but it doesnt get in the way of my job,4
excellenti recently had the pleasure of using zoho desk the customer service and helpdesk software i found that the software was very intuitive and easy to use with a well laid out dashboard that made navigation effortless the various features like ticketing system knowledge base and customer selfservice portal make managing customer data simpler furthermore i found that i could customize the software easily setting up automated workflows and addons to better suit my specific needs,5
makes customer management extremely easy once you get going,5
the technical support team of a technology company is perhaps the part of the organization that is more in contact with end users from here start all the requirements fault reports and claims for the same provision of services having a tool that allows direct contact with users by providing the means to approach our organization leaves very high quality of service and satisfaction of the same customers zoho desk with the quality and multiplicity of functions allows both our team and the same customers to have a pleasant experience with the technical support group and incidentally with the organization which is left with an excellent impression to customers,4
for our company our customers are the most precious asset and their satisfaction is an extremely important aspect for us in which we work daily to maintain and even increase it as much as possible we implement new techniques to favor customer relationships and generate trust and an overall exceptional experience while they are using our services it is here where zoho desk takes the place and plays an important role because thanks to its implementation we managed to improve response times to their requests customer service agents can view and manage tickets more efficiently and easily which has allowed us to respond to their queries quickly and effectively this has undoubtedly led to a significant increase of approximately in their satisfaction we have really benefited from the use of zohk desk,5
using zoho desk i can see how quickly each issue is being responded to and make sure that our support staff isnt slacking off from the perspective of the client this appears more polished,4
we were having a hard time managing customer service and support because customers could contact us through multiple channels and we didnt see how they were interacting with us we were able to address these issues and streamline our customer support processes with the assistance of zoho deskthe capacity of zoho desk to incorporate multiple customer service channels into a single platform is one of its primary advantages we can manage support tickets phone calls emails messages on social media and more with zoho desk we can also manage our support operations more effectively with the help of a wide range of features and tools offered by zoho desk we can use analytics and reporting tools to gain insight into our customer support performance automate routine tasks and create custom workflowsin general zoho desk has assisted us in raising customer satisfaction strengthening our relationships with them and raising the standard of our customer support and service,5
overall i found the zoho desk user interface to be great its easy to navigate and create tickets which saved me a lot of time and effort i would highly recommend this product to anyone looking for a good ticketing system,5
we looked at a few others salesforce freshdesk and others and were surprised by many of the features there were many zoho branded products and services available that seemed to work well during testing the interface and mobile apps were fairly intuitive and we were able to get a fully functional demo up and running in a matter of hours without much trouble we evaluated it with other software at the same time so lets compare how long it took us to get it up and running and use it functionally with other systems,4
invaluable progress has been made in facilitating communication helping us more effectively assist and guide customers who have questions or concerns about our offerings because of the faster resolution of customer issues we have also seen a rise of at least in the number of new customers requesting our services,5
in short zoho desk has enabled us to raise the level of the service center for assistance provided to our customers and indeed the response time has improved and the distribution of tasks to team members has become easier in addition to that zoho desk has enabled us to better measure the extent of customer satisfaction with the services provided,5
prosmagnificent software simplicity is under the most favorable conditions the effortlessness to designing the product awesome method for working at the interface following of the ticket and the acceleration framework enables the organization to track and deal with the client issues on time zoho desk is a help work area stage that enables organizations to convey top quality client support to their customers with instruments that expansion operator profitability and examination and reports that empower supervisors to discover enter issues in specialist exhibitions so they can enhance their administration also settle on keen business choices clients can likewise profit by zoho desk as the product enables them to discover convenient and important help without going too far with zoho desk organizations furnish their help groups with the best devices various help channels and assignment computerization so they can convey brisk and responsive help to their customers this assistance work area stage assembles representatives from different divisions and engage them to give their clients an extremely brought together client benefit involvement this administration totally supplanted the method of association with email telephone calls visits informal communication stages on a solitary stage this totally disentangles the way toward getting a demand for client bolster due to this we have turned out to be speedier to serve our clients whats more clients can gather tickets in their local dialects since such an open door is available incorporation zoho desk with zoho crm was a standout amongst other things that we finished for the current year reconciliation was speedy and effortlessly two administrations are just made for each other and have great reconciliation the help group is basically incredible much obliged to all the folks who helped us with incorporation and did everything in the most brief conceivable time coincidentally they are neighborly and active its pleasant to manage the expert,5
zoho desk is a pretty nice tool because it lets us bring all our customer service stuff together in one place we can handle support tickets calls emails and even social media messages right in zoho desk its got a bunch of handy features and tools that help us run support smoothly we can check out how were doing with analytics automate boring tasks and set up our own custom workflows long story short zoho desk has made our customers happier improved our relationships with them and kicked our customer support game up a notch,5
es una herramienta muy buena para organizar las incidencias con los clientes permite una buena organización y priorización de los tickets así como la creación de varios departamentos en función de la incidencia y prioridad,5
genial todos los tickets de la compañía se atienden en tiempo y forma y permiten el dimensionamiento,5
i had the chance to use zoho desk as an intern in the universitys pharmaceutical research and development division to handle customer service enquiries pertaining to our research projects the application was effective in managing and resolving customer issues we were able to properly track and prioritize requests using its ticketing system resulting in prompt responses and resolutions our connection with customers was streamlined because to the automated capabilities like email templates which ensured consistency and saved time the collaboration tools in zoho desk enabled our support team members to communicate and coordinate easily overall zoho desk greatly enhanced our customer care procedures allowing us to give our stakeholders timely and effective service,5
to keep tabs on the many ways in which people have reached out to us with questions about our bespoke productsemail phone and even inpersonwe have implemented a ticketing system in zoho desk we have a long way to go until we fully integrate the system but so far what weve seen we like what we see,5
in general terms a very good experience a tool that makes our work much easier by optimizing procedures,5
it helps in managing assets inventory ticketing it increase team efficiency to work with better trackability and meeting of sla,4
zoho desk is now being utilized by our customer success and professional developers and has helped us keep track of all the questions and concerns raised by our existing clientele and respond to them as quickly as possible,4
zoho desk is a solid customer service software option that offers a range of features and customization options however businesses should carefully evaluate their needs and compare zoho desk to other options to determine if it is the right fit for them,4
zoho desk has enabled us to interact in an innovative way with customers and increased the cooperation of team members to ensure that all open tickets are closed and all inquiries are answered in the specified times and without delay which raised the level of satisfaction of our customers with the rapid response to them,5
overall we are enjoying with the zoho desk featureswe have configured it with our internal it department for resolving ticketing of internal employees,5
proszoho desk offers a wide range of features including ticket management multichannel support selfservice portals automation sla management and reporting,3
all issues related with our hardware and software are logged and tracked byt creating ticketscustomers can followup tickets themselves and issues that come back often can be moved to a knowledge base some kind of faq to lower the support load it has good features to divide tickets between our products and departments,4
en general han sido todo un descubrimiento conocer la herramienta con tanto potencial y tanta usabilidad ojalá pronto añadan módulo proveedores y módulos personalizados con eso lo petaria,5
overall zoho desk is pretty much helpful if you are established your paws into a niche market and want to help your customers by providing proper services free version might lack some crucial features but you still can be able to handle much more without paying much for start learning curve is for non technical people hence one should understand the semantics of each tab,4
experience an automated support selfservice management and professional customization,4
zoho desk has been an invaluable tool its ability to automate tasks and centralize communication is impressive efficiency and communication management is improved with this platform,5
zoho ma permet de me rapprocher de mes clients et surtout dêtre présent en temps réel à tout moment de leur inquiétude,4
a goodlooking dashboard and customizable reports make a significant difference from other products i used i am a visual man and it is very important for me to have a great visualized report,5
im happy because zoho desk delivers great customer services,5
this tool helps our team to manage invoices and support related issues and personally im satisfied with it,5
prosi can have detailed control over tickets and manage them it is an excellent tool as it is very easy to use excellent knowledge base easy integration and the creation of an sla allows you to control whether they are complying or violating in relation to different projects and each one with its own particularities,5
prosone of the biggest pros of using zoho desk is its ease of use the software is straightforward and intuitive they have an excellent customer support which is crucial when dealing with technical issues another pro of using zoho desk is its customization options the software allows me to customize various aspects such as ticket fields layouts and workflows to match my business requirements,5
prosthe integration with zoho crm is gamechanging its so simple to set up and gives our sales customer service teams complete transparency into what the other is doingits really intuitive of all the zoho apps desk is the best for easeofuse and straightforward ui i like it even more than zendeskpowerful automation featureslove the customer portal knowledge base we use it every daynice little features like snippets or copypasting knowledge base articles mean that ticket response is a breeze,5
prosthe dashboard is beautiful takes less time to try figure out the featuresits user friendly is something i like i dislike those tools with very complicated processes and zoho desk is definitely the best with very simple and clear language easily customizable to fit your needs zoho desk has really helped us to answer clients queries on time and this has greatly and positively impacted our productivity when a customer is happy with the services he or she will refer others and we could be more happier with zoho desk live chat feature helps us answer and sort queries in real time fairly priced compared to similar tools free plan is very thoughtful and you can always start with this as your progress to the paid version for more features ticket creation is fast and easy zoho desk integrates well with other zoho products,4
prosil vantaggio principale è quello di poter far confluire le segnalazioni dei nostri utenti allinterno di ununica piattaforma e di poterle categorizzare al fine di analizzare e migliorare il servizio di assistenza interna,4
the efficiency and competence with which this initiative has been launched is commensurate with the degree of support we had hoped to achieve our customers benefit immensely from its ease of use and practicality notably in contact management allowing us to answer their questions and handle their issues if you want to invest in your infrastructure use this program the deployment of this system has been crucial in cutting down on costs connected with providing support to customers thanks to its handy features youll be able to respond to any concerns that arise from customers,5
i realized i need a product that will fully integrate with my google contacts and calendar be able to track time spent on site or on a remote support session and be able to do this without switching and spending minutes trying to get all of the information together for an invoice from contacts reentering the same job in invoices instead of it linking to desk and move on to the next client,2
this is a solution that provides our customers with the most effective and personalized attention it has facilitated and improved the complex work of customer service making it a much simpler proactive and productive process,5
by delivering a plethora of applications in one convenient package zoho one helps organizations with a wide range of issues the technologies work together seamlessly eliminating the need to jump between applications to complete a single task this helps organizations save a ton of money and effort which they can use into expansion rather than managing various software systems furthermore teams are able to collaborate and produce superior outcomes because to the wellintegrated and userfriendly tools available across all platforms this facilitates effective communication and collaboration among geographically dispersed teams,5
overall it is a good starter product and is helpful but a lot of tweaking is needed and the product offering is geared to pull you towards needing the pro package one day i may choose that but wish i could have a vanity url for email now with a one time fee,4
proswhat i like the most is that it really is very intuitive and easy to use it helps to control the tracking of every ticket in a easy way also one can import its customers without any problem it has many other tools that can be useful regardless the item which company is using on day to day basis it can start a live chat with the user and can go straight creating a ticket from this internment ticket tracking and escalation matrix enables company to track and manages customer complaints on time,4
overall experience is positive but not perfecti would recommend zoho as a serious option for most mid size organizationstheir support is hit and miss just depends on who you get but they are continuously releasing new versions and have an active support line,4
as i mentioned in cons support is horrible and they need to focus on getting current modules working without bugs rather then what additional modules they can create to charge people fori be happy when our company finally pulls the trigger and goes with another vendor,1
my experience everytime is a good one i love it all over again when i use zoho desk every day of the week,5
zoho desk helps businesses organize their affairs manage customer interactions and structure their way of dealing with customers our support agents can readily get information and answers from the customisable knowledge base within zoho desk we employed a reporting tool to have a better understanding of our support desk and future difficulties,5
prosi would first like to appreciate the most beautiful and fully designed dashboard everything is crystal clear very simple to set up and use zoho desk is customizable to your liking this means it works for you and you are certain of desirable results the software is fairly priced saves money customer careis a very responsive and informative it intergrates well with other zoho products i use and this simplifies my work free version is a brilliant idea i used this before and now i use the paid version tracking tickets and agents has never been this easy i do this from the dashboard without any struggle,4
conseguimos abrir solicitações dos clientes facilmente mas vejo que poderiam liberar mais funcionalidades com integração ao whatsapp business tradicional e integrálo ao zoho desk somos do brasil e muitos clientes usam muito o whatsapp para abrir solicitações,5
i give it the highest rate when it comes to all dimension above and whats not mention above i was in a different level before i start using the whole desk so im highly recommending it to others and i really can count on it,5
proszoho help desk is easy to use and it has a nice search feature for going through your tickets youre able to see other employees looking at your tickets and youre able to make comments on the fly its very basic and you can create different ticket systems for your clients as well i found that zoho was the easiest help desk service i have used to date i would also like to add that vault is a great password feature if you use help desk they work with each other very well,5
our business has found that zoho desk has even more functionality than we thought we are able to add several departments to make our work much more efficient thanks to zoho desk,5
we are using the system to log all customer faults making it easy to invoice for the time spent and also as a handy knowledge base for future reference,5
we picked zoho because of the worth and in this manner the indisputable reality that we were at that point familiar with their product arrangement as we utilize their survey programming too things were getting lost or overlooked about and it had been making me insane zoho has a great setup of items and this one isnt any special case simple to utilize the essentials at any rate whats more its very reasonable,5
nice but not best just because of poor support,4
overall the zoho desk platform has been a good move for us we switched from using zendesk and have not looked back since there are tools in desk that you can import your zendesk info to aid in migration to make it almost seamless as with any other tech platform made for larger scales of users there are some things that are frustrating because that is not how we want to do it but the system has enough features to be able to work around those frustrations and continue with the process,4
zoho desk is a comprehensive customer support and help desk solution that offers a range of features to help businesses manage and respond to customer support tickets its multichannel support automation collaboration analytics and customization tools make it a great option for businesses of all sizes looking to improve their customer support operations,5
overall a great product and fantastic value for money when used as part of zoho one,4
mmy overall experience with zoho desk was highly satisfactory the software provided a robust and userfriendly platform for managing customer support operations the intuitive interface coupled with the comprehensive ticket management system facilitated efficient tracking and resolution of customer queries the automation and workflow capabilities streamlined processes and improved team collaboration while there were some limitations in terms of design customization the overall functionality and integration options offered by zoho desk made it a reliable and effective tool for managing customer support the support provided by the zoho team was also commendable ensuring a smooth experience throughout,4
i have been one of the decision maker in my previous company to decide buying zoho desk after our trial period because of its clean interface and facility to be used to everyone including those without experience in team work organization online,5
have used a trial under a different company test namea really excellent productstill learning,5
if you are looking for software to establish a fully interactive video session with a remote expert which enables the customer to join with a single click then zoho desk is the right software for you zoho desk will help you to solve the realtime problems of your customers,4
una grata experiencia hasta ahora es muy accesible económicamente,5
very honestly zoho appears to be a good crm i have neither huge successes nor disappointments with it which is a good place to be for something used regularly no big surprises either way we use it to manage our leads projects and legal details it does the job well,4
prosi like the knowledge management featuresit comes with amazing help desk support features,5
zoho desk is generally wellregarded by its users and is considered a costeffective and userfriendly customer support platform,5
prosive been using zoho desk for several months now and i have to say that it is a great product and has become an integral part of my business at zoho desk you can create a web page to display your contact information you can also create a help desk system that integrates with your existing web site features include remote support live chat knowledge management support ticket management knowledge base management and much more,5
the features are great support is great and value for money is really acceptable,5
proscan be integrated with other crm platforms and can customize and design different features apps taps fields and forms providing a customizable platform this can be mutated whenever the need arisesresponsive website can detect and respond to device need as required which means flexibility of mobile platforms is available and will provide ease to mobile operatorsrole based user based and field level security available which will allow the agent to choose and select who can see what aspects of the tickets and howround robin task allocation is also available which can direct a task to agents equally as task are receivedcustomizable knowledge base and distance learning options available which will reduce training time and allow users to train as they go,4
prosi love that it has a twoway integration with zoho crm,3
perfecto tiene dinamismo y eso nos ha ayudado a estar mas en contacto con nuestros clientes personalizando sus mensajes evaluandonos como empresa es decir nos acerca mas a saber que es lo que quieren nuestros clientes y como poder ayudarles a satisfacer esa necesidad,5
es la mejor herramienta de servicio al cliente y manejo de oportunidades para cerrar negocios,5
organized information for supporting my customer and having their information on hand for any situation that might arise,4
prostracking customers challenges and resolving themalso being able to get a report of the highest number of cases each team member has treated,5
proszoho desk in comparison to its competitors was very easy to setup and install we were able to get this running across the organization in no time at allzohodesks user interface is very clean and simple being able to manage and track tickets with ease weve also had great feedback from the users who are reporting issues via zoho desk that the submission system is clear and easy to usebeing able to integrate with other systems like google contacts has been very useful something its competitors just dont do,4
fantastic very happy with the product and the support,5
as a user i have been thoroughly impressed with my experience using zoho desk the seamless integration and it has made my work processes easier and more efficient i am delighted with my overall experience using this software and would highly recommend it to others,4
with this software our company is able to assist over thousands of customers on a daily basis with they equipment,5
the great utility that this tool offers is fascinating it has served me both for work and personal use within my company we usually use this tool to communicate with our clients from all over the country it also makes our work easier since it is available on mobile phones and we can use it wherever we are,5
business problems which i am solving with zoho desk are as such solving customer quries solving internal teams queries tracking pendign tickets collecting tickets from multiple channelsbenefits saving time making our customers happy by timely solution of their queries,5
business customer relations we are able to amass a great wealth of product and customer feedback that we can reference in the future as needed this alone is quite valuable and makes wanting to change services a less attractive option for us,4
prosmakes ticket management really easy to use and track,4
prosintuitive interface and its integration with zoho crm is my favourite its relatively low priced compared to zendesk and provides some unique features the more expensive competitors dont provide such as x chat support and all apps for running business from writing presenting reporting etcin addition it provides a free plan while zendesk does not,3
solving customer issues and recording solutions so they can be searched and shared on thekb if the problem occurs again,4
weve used this program for customer support and services before but this was the first time we utilized it to examine client behavior in light of certain criteria as a result of using zoho desk we have the ability to provide excellent customer service,4
very wonky if it makes financial sense to use a different platform do it our company is already too heavily tied to zoho desk to migrate to a better product and there are more pressing matters to attend to right now,3
proswe use zoho desk on a daily basis for several projects and to cover different needs and all i gotta say is that it is a must have app for most businesses the adaptability connectivity with other apps ease of use and configuration simply exceed expectations,5
pros love the way it makes ticket management so easy various features like tagging sorting and assigning tickets are super helpful love how other apps like salesiq knowledge base and analytics and simply be integrated,4
hot deals zoho desk gives exactly dazzling results it has built the best for my clients,5
amazing and great experience with zoho always,5
zoho desk est excellent en soi et encore meilleur lorsquil est synchronisé avec zoho crm,5
access management and performance reporting allow us to track agent performance gauge customer satisfaction levels and simply allocate any ticket to an agent seamless interaction with other zoho software which facilitates quicker management and resolution of client issues,5
this software allowed me to boost my sales and to establish a good marketing system,5
customers liked it they choosed the zoho first and we choosed we liked,5
previous to using zoho we were managing all our cs in our email inbox items were getting lost or forgotten about and it was driving me crazy zoho has an excellent suite of products and this one is no exception easy to use the basics at least and its very inexpensive,5
prosafter looking through a hundred or so integrated ppm project management and ticketing solutions zoho scored best they address most of our concerns out of the box,5
zoho desk is the best for customer care as it provides the facility to assign tickets automatically it is stable for use,5
proseasy to use free edition has all the basic required features to keep it running for unlimited period of time free edition supports unlimited agents intergrates with crmit has feature to create multiple departments for support so this software can be used to give support by mulitple departments multiple channels to interact with customersi recommend this software to be used by anysme organization who are looking for a softwareto support their customers zoho support team can be help in setting it up quickly,4
it is free this software supported us in showing a high level of professionalism it helps us to stay organized communication is made very easy with the agents and consultants support requests are centralized in one secure place while the ticket could be assigned to a specific agent all other agents are aware of the ticket and can help each other this software is available on mobile and tablet and thats really amazing the dashboard is of a great help for management it creates a competitive spirit between the agents,5
it really helped me to set up my customer service team without too much hustlei love the product,5
so far i am really impressed,5
it is good and easy to use,4
prosticket customization and best automation tools to respond customers the ui interface is very easy to use customer service is the best in class as they come up with resolution very fast tracking of customer complain is easy email live chatsms are the best features available in this tools,5
a very practical and useful experience that i feel in my work field is already organized and the interdependence and means of communication between the departments are running smoothly,4
great way to central requests coming from a support department such as it creative marketing etc,5
zoho desk is an easy to learn help desk for most sized teams,4
we are extremely happy with zoho desk so our customers our customer make fault tickets x and we can respond every tickets as per sla we also use zoho assist which is integrated with desk as a result whenever remote support session is needed that can be done withing the tickets our customer like this most everything is possible for zoho desk,5
it is better than previously used app and gets things done,3
prosthe sheer number of features and application that could be used together with zoho is amazing without zoho we needed to use a patchwork of mostly average saas products which were almost impossible to properly integrate with each other zoho solved that problem admirably,5
this system allows problems to be managed more quickly its efficiency has allowed large organizations to be able to respond in a timely manner to the requirements that professionals present or mainly clients it is easy to understand apply and manage thanks to its interface,4
overall it is a solid option for businesses looking for an allinone customer service solution it may not have all the features that some of the large customer service software have but it is costeffective and easy to use additionally it offers a free plan and a free trial which allows businesses to test it before committing to a paid plan,5
its positive and promising,4
prosi like that it is very well integrated into zoho environment so sometimes it can be useful to connect zoho forms zoho projects and zoho desk togetheri like that you can customize a complete faq receive tickets answer them with automated messages and assign agents to ticketsintegrating your mail and so answering to your clients directly on zoho desk save you time i guarantee it,4
it is a professional app which gives me almost all that i need to support our customers,4
zoho desk its the best application ive ever used,5
prosaffordable have functions most platform has,4
excellent platform for managing your customers handling their queries and giving them a constant satisfied service,4
improved work flow,5
globalement le suivi de ticket est de bonne qualité mais on perd facilement du temps à chercher les informations dans un système globalement contrintuitifles notifications sont difficilement utilisables du fait quun simple clic sur la cloche retire le compteur de notification de plus lempilage de notification par ticket nest pas lisible,4
zoho desk is a good approach to manage external customer support inquiries as well as a general helpdesk for employee support internally the ability to distribute activities and rapidly detect and escalate any issues that are taking longer than usual to fix aids in providing good service and meeting slas with customers there are numerous helpdesk solutions available today but few can match zoho desks capability at this pricing point,5
prosthis tool is very easy to use i recomend this for everyone sheets are very transparentwe have a lot of space,5
prosits perfect for our needs easy to use navigate and customize,5
prosthe software is very easy to use doesnt require training for the team,3
les problème quil me permets de résoudre sont sur le suivi des ticket,4
overall an excellent product if you want to improve the efficiency of your operations zoho is the answer furthermore the cost is extremely fair,5
customers are important to companies so this tool allows customers to respond more quickly,4
we had been using the free version for several year and quite frankly underutilized itour growth lead me to explore variousmore robust solutions and as it turns out zoho desks premium version gave us what we needed,5
proses de los más completos que conozco pero en la versión más cara que aún así es la más económica del mercado con onmicanal voz chat etc,5
general tracking is good and customization capabilities are moderatecost for smaller businesses isnt a good value,3
prosthis is highly adaptable to existing processes and software it serves as a unificationend point for multiple alerts and tickets so we can check them all from one place the automation in replying or routing a ticket is a big time saver as well,5
the experience is very satisfactory zoho has evolved a lot in these years and applied a lot of practical features in place any product startup must have this desk platform for easy onboarding and servicing of their customers,5
proszoho desk has a beautiful and well organized dashboard has a very stable cloud ive never experienced any hitch or data issue its pocket friendly you dont have to robe a bank to afford ticket creation and allocation to available agents is fast and easy live chat feature is superb reduces the wait time to sort out clients zoho desk reporting system is powerful im able to build and customize in several ways integrates well with other zoho products,5
zoho desk works well as a general helpdesk for employee support as well as being a good way to manage external customer support requests the ability to delegate tasks and quickly identify and escalate any issues that are taking longer than usual to resolve helps to provide a good service internally and to meet slas with customers there are many options for helpdesk solution today but few can match the functionality of zoho desk at this price point,4
well it is straight forward and easy to use we like the integrations with internal and external software,5
i can organize and meet the support requests of our users this allows us to differentiate ourselves from the competition and helps us to retain customers,5
proszoho makes it very easy to manage and utilize the emails for my dot com i can track respond to and create email messages from my branded emails with very little effort and setting it up was very smooth,5
i have en evaluating zoho desk im a longtime user of teamwork desk so my experience is weighed against that platform i have been pleasantly surprised by a few things in zoho desk up to now customer assignment from forwarded email tickets works very well i like the ability to make light agents which essentially is a free user account for staff that might need to be consulted on an issue lowers the overall number or user licenses id love to be able to integrate crm data but we dont use zoho crm so that will take custom coding i wish there was integration with zoho projects which seems to make sense i dont use this product to support software development or physical product support zoho desk is fully featured to support those things and that makes setup a little complex theres a pretty high configuration learning curve and the documentation is not terribly clear in all instances phoneemailchat support however has been excellent i realize not all have had the same experience ymmv as they say one more positive comment the ability to quickly visualize particular agents queues move things around using the various views and the threaded way of displaying the ticket activity chain is quite nice so far i think the transition to zoho will be a positive thing its definitely work a look,4
prosit has transformed the working of our company as it helps in easy reminding of email repliesit has integrations with other zoho appsit increases the level of customer service you can provideit has better functionalities,4
prosit is veh easy to integrate zoho desk to zoho crm which helped in integrating all customer record into one system this makes the workflow much easier and smoothemployees can even access the record of customer interaction theres also option of search in ticket and user can search for specific ascpect in the ticket likethe category of query and action,4
has helped our team know what tasks are open and allows us to organize everything and get out of the black hole of email,5
zoho desk has been always my tool to analyze my support tickets statsand it help me play around with the data that is generated from different reportsits is very useful in assigning tickets based task to team members also helps in monitoring client support tickets logged on it and retrieving all history steps of action performed on the ticket it helped me to maintain different slas of the client and in case of breaching the sla it raises a flag and escalation to line manager which is a very good feature and practical,4
as per me zoho desk is the best helpdesk and crm software,5
zoho desk can be used by companies of all sizes to provide a comprehensive and efficient help desk solution it can be used to create tickets and manage customer requests store and share knowledge set up automated workflows generate reports and more,5
